REGION,user_id,campaign,medium,source,LP_benefit_activation,unsubscribe,cancellation
europe-west1,001sDt9y82NUwr5ERZnE49Px3fu1,daisycon_Face à la crise,affiliate,daisycon,,,
europe-west1,004qmM5JVnfg92slFBN04ZmLodJ2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,00EH7upLXqXvtq0Z7MxSnE6X8Ci1,23WAE-SE-NC-AO-CPC-onlinegrocery_2023_WAL_Ecom_Search_NA_AlwaysOn_Consideration_OnlineGrocery,cpc,google,2,,
europe-west1,00XsCT7TVKVkHsksyWov7swNKZg2,24WAE-FB-PC-AO-CPL-bestsellers_2024_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,3,,
europe-west1,01Eg2z0gfnP0OnoWKJLoPxaIFdj2,(organic),organic,google,,,
europe-west1,01PGA8cl06MnaoqbAOduKZx7eSk2,20230706_BENL_Kitkat_Subscribers,email,email,,,
europe-west1,01ZeW12yH7W7HAVA7rX6c4mRK8c2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,5,,
europe-west1,01jO39hH27S3NLltGXeByYHTMz13,20230713_BENL_Tilda83_Subscribers_Firstname,email,email,,,
europe-west1,01tzxbUvX0ZupawgDykwucvARPM2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,023XpF4d7zbHQ73WcRKoVFUVUfp1,(referral),referral,foodello.nl,,,
europe-west1,02FBzMXMXNXYfWQnQSOqK0mGbGy1,23VLE-FB-PP-D-ROAS_2023_VLG_Ecom_Facebook_PROS_Dynamic_Purchase,paid_social,facebook,4,1,
europe-west1,02Z6ApU9c7R5afDE7XPhybhGY5Q2,20230617_BENL_sustainabilitytips_Subscribers,email,email,8,,
europe-west1,02jlnwr5oBaj7ilpIImnIPJdMHG2,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,3,,
europe-west1,02v9ksOiRKSFB62aR7WlmiMeeAi2,24VLE-FB-PC-AO-CPL-bestsellers_2024_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,03HORAIX2gh80xdz3HmixxUIyUs1,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,1,,
europe-west1,03sV50jQ46ZQhilyN5VLGrhe5SQ2,(organic),organic,google,,,
europe-west1,03zlNCLb6BZisUQLMS9PgZiufm92,20230706_BENL_Kitkat_Subscribers,email,email,,,
europe-west1,04NoMZeT2nSpLaHfeaZuYnzT8qk1,24VLE-FB-PC-AO-CPL-bestsellers_2024_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,04P7WkNLcRff1RrwlkVuzEgNa3f2,(referral),referral,l.facebook.com,,,
europe-west1,04jHmad5l5MjLtolCqAXYboLmlh2,(referral),referral,m.facebook.com,,,
europe-west1,04pxbGgcByRDjEvwbA4RQ091zLM2,daisycon_Deals.be,affiliate,daisycon,,,
europe-west1,04qvm7s4uyXsJWWY4dCH7XPkTTt1,daisycon_Face à la crise,affiliate,daisycon,,,
europe-west1,055Hj91ldtXxOgGQhfxQbXKTQsB2,(referral),referral,foodello.nl,3,,
europe-west1,056ekfS48nfGxXUv2DgnXbHXAPi1,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,059tYEdoKMd01AcAqJv49sAMfB22,23VLE-PM-PP-D-ROAS_2023_VLG_Ecom_Pmax_PROS_Dynamic_Purchase,cpc,google,1,,
europe-west1,05OWUXexobTIovMwqzytp75GDbF2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,05YTtGfSHKWIFraXc6Nsl1rwDcH3,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,2,,
europe-west1,05Yw5B61oEOAKMeZK47XERw3B813,23VLE-FB-PP-D-ROAS_2023_VLG_Ecom_Facebook_PROS_Dynamic_Purchase,paid_social,facebook,,,
europe-west1,05d0lAqEJDayTxz14dQfvxhPj6V2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,2,,
europe-west1,05juGotugPQIPssiRdI148LlieQ2,(referral),referral,l.facebook.com,,,
europe-west1,05ogm6DaZCXTljBzDZjPkRHdGlW2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,06CIroFk1LcgI6vU5kDKGyxZRhf2,(referral),referral,foodello.nl,3,1,
europe-west1,06GwcBfedmhB3eBGWaopOg7nmbm1,23VLE-PM-PP-D-ROAS_2023_VLG_Ecom_Pmax_PROS_Dynamic_Purchase,cpc,google,2,,
europe-west1,06N7PY0fUrbAYuRTSfl3YtBZ0gD2,22VLE-SE-NP-AO-ROAS-foodwaste_2022_VLG_Ecom_Search_NA_AlwaysOn_Purchase_FoodWaste,cpc,google,,,
europe-west1,06e2gCm0aTXjApPHTyUGqtW6sT52,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,3,,
europe-west1,06rqpZQdBccnBSBamOmq76pwYjf1,(referral),referral,l.facebook.com,2,,
europe-west1,07IwXYaMsuPzQ4d9AbK7YtTmUzZ2,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,07PMNZrjkOQMX3bHrtiH25kbadr1,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,07dajXmq9XV58btsf7kmNyx0GGu1,24WAE-FB-PC-AO-CPL-bestsellers_2024_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook instagram audience_network messenger,,,
europe-west1,07mbJ6XHrGVvEiVnYKNPaXkOKqD3,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,08AzSdlchWMu1LkgHVNnGLDCZLB2,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,22,2,
europe-west1,08EfTiN6L5ZngjkIcGuJT4AgPkf2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,08Fa00AoajT9yE5ihASEEsxF1Lp1,24VLE-FB-PC-AO-CPL-bestsellers_2024_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,2,,
europe-west1,08IhnjahUjg5zy0qnkA1P092zLH3,(referral),referral,foodello.nl,1,,
europe-west1,08KhaLBJKDWwSRFDMikYVznLsKJ3,(organic),organic,google,9,,
europe-west1,08OkltF7OuQkMTiYtkaOoqugPK93,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,6,,
europe-west1,08V5SDfDiAa8FXoSCPDkcDLhp6G2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,37,,
europe-west1,08bvJ0hGfNZwPDjPlOnlmJjsdgy1,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,08wzW7BdX9geAZgwqKPNBHfshUB3,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,3,,
europe-west1,096444s5UNhP16JyKWoAFZNZ1vx1,23WAE-PM-PP-D-ROAS_2023_WAL_Ecom_Pmax_PROS_Dynamic_Purchase_,cpc,google,2,,
europe-west1,09STeNIP2vTtRjcIv8bDw5e83Do2,24WAE-FB-PC-D-CPM-initiatecheckout_2024_WAL_Ecom_Facebook_PROS_Dynamic_Consideration_InitiateCheckout,paid_social,facebook,6,,
europe-west1,09YBzVGrceQe6QTlYnfyikkFTA52,(referral),referral,m.facebook.com,,,
europe-west1,09dB7AqOpoNiK08qNFqT0EAnt843,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,2,,
europe-west1,09uuhQd9u5MKb1SZBvHrc42GUV73,23VLE-FB-PP-D-ROAS_2023_VLG_Ecom_Facebook_PROS_Dynamic_Purchase,paid_social,facebook,10,,
europe-west1,09y7GgJSK9W5SWenAWL2x0QUGB13,23VLE-FB-PP-D-ROAS_2023_VLG_Ecom_Facebook_PROS_Dynamic_Purchase,paid_social,facebook,,,
europe-west1,0ALw7SgupqM1hzwXKUU9Q8fzD3K2,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,3,,
europe-west1,0AM7nhhfxDZmr7NK7gKeZtbItiu2,(referral),referral,m.facebook.com,,,
europe-west1,0AUsdBROdOa8zqzabqqjxk5l8gu1,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,2,,
europe-west1,0B3VMRD1VmgGe3Wnc4jAkpSBnqD3,22BEE-FB-PC-D-allproducts_2022_BEL_Ecom_Facebook_PROS_Dynamic_Consideration_AllProducts,paid_social,facebook,,,
europe-west1,0BCUHpdlLHY33Ha71L55k2Hf6or1,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0BFTRcD46SVpTZkPafYGYK6zHLv1,23VLE-FB-PP-D-ROAS_2023_VLG_Ecom_Facebook_PROS_Dynamic_Purchase,paid_social,facebook,1,,
europe-west1,0BTvlxZKDAVkr93Z4IKiyuoNYes1,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0Bw4F8ZREwXzfNduPVZTMiT5iR33,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0CCRfVJ3zCa9XmBTOz7J23BtJHk1,22VLE-PM-NP-D-ROAS_2022_VLG_Ecom_Pmax_NA_Dynamic_Purchase_,cpc,google,,,
europe-west1,0CKksqBnMxg2kpIlkKglRYpTWIE2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0CPHuaStKgRHtc4qupgR712sBQw1,20231023_BEFR_LaysJulesD_active,email,email,,1,
europe-west1,0CYUKEm7jxX4k4tGr8GNw6iczoK2,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,1,,
europe-west1,0CcOKwpZqeR4nvJ9N9Ipu7p4uFG3,(organic),organic,google,3,,
europe-west1,0ClkCAFuJkVJ0qobnCuiCaAkq653,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,1,
europe-west1,0CnhMHN9M6OdKZLEBxZMyavUwPi2,20230622_BENL_ProperFreedelivery_Subscribers,email,email,4,,
europe-west1,0CthPvYXQoXC19nLb84lqRUn97Q2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,1,,
europe-west1,0CvsVIks7xWhluuvywnBYrK05T73,23VLE-FB-PP-D-ROAS_2023_VLG_Ecom_Facebook_PROS_Dynamic_Purchase,paid_social,facebook,,,
europe-west1,0CwrxOtLhNZMdQFSWl2kWD7Ob7c2,(organic),organic,google,,,
europe-west1,0D7J7lw4rqQObGSVepyIRDlh4bg2,(organic),organic,google,,,
europe-west1,0DF9kVWyKygYuNzlWcdkn4tJ2LB3,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0DJcxyze6JdxHs49bnC6txJqu1x2,23VLE-FB-PP-D-ROAS_2023_VLG_Ecom_Facebook_PROS_Dynamic_Purchase,paid_social,facebook,,,
europe-west1,0DbTkmhbcMPHJhHYIHoiclRE6bn1,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,1,,
europe-west1,0DoHFxaApEdwl9pygc492fjBS8z1,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0DpYiRTa8WTiOnsikRHgGx2GwlG2,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,3,,
europe-west1,0EGryh0W5jXtoU4868SWxO8LtLe2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,0EIEwtPY8HMgR5014D4nIGQhNM43,20231125_BENL_BFSnickers_Active-1,email,email,4,,
europe-west1,0Eb7bu5raOYvMooUfSJi6DbT9Ao1,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,0Ej2RBGKidVPqU3UrNG1EtCJsDC3,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0F9bgAiXPlUGIPsiEswGbhlJ27a2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,5,,
europe-west1,0FLca90Eu7ewfkZxU24Bd6Ev0hU2,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0FOxDwqOuphLTKpjPV8LAn49HX73,22BEE-FB-PC-D-allproducts_2022_BEL_Ecom_Facebook_PROS_Dynamic_Consideration_AllProducts,paid_social,facebook,12,1,
europe-west1,0FSRKhyV4ySC4d6SPryGgltXa6H2,Subscribed_1_BENL,email,email,,,
europe-west1,0FXJxjxd4fWcKbEuPXqmoFoLGUC2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,4,,
europe-west1,0FZ3OfO2Y2dB5UMoet8zYur8YvV2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0FdnX6Cy5bdUMeLffuGi6gL08tx2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0FeJ5q0bubhw7e8eWf8Zk6jzAal2,20231009_BENL_1CLays-Milka_subscribers,email,email,,,
europe-west1,0FtPip53zYY61i6smhA3iBnMuiF2,(referral),referral,foodello.nl,,,
europe-west1,0G1DKA91T4WLTnCj0xagKXoXyDr1,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0GMr907vlTMvE5UcelC9keNqDFm1,Subscribed_2_BEFR,email,email,,,
europe-west1,0GRoQm1heVVFXT57qmHRp0TtypH2,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,2,,
europe-west1,0GVRQNF0cFWk4yngYamJ0SKYqAj2,(referral),referral,l.instagram.com,,,
europe-west1,0GhZNhF7VyUm2SCcHA8vUxgAPE12,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,0GlSlDx7ksP7i98OC9oYrH16qHt2,(referral),referral,l.facebook.com,6,,
europe-west1,0GukFfpyGfbHu1b2fbVfmxhbmh02,23WAE-PM-PP-D-ROAS_2023_WAL_Ecom_Pmax_PROS_Dynamic_Purchase_,cpc,google,,,
europe-west1,0HUMjIYtPwWc8gGunR01tIRXUoB2,23VLE-FB-PP-D-ROAS_2023_VLG_Ecom_Facebook_PROS_Dynamic_Purchase,paid_social,facebook,1,,
europe-west1,0HVz5BRAF4QyVLT3JDT8F3puRH33,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,0Hgn8MBZvBOdNEeAR4O5IMFlQJK2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,1,,
europe-west1,0HmQhyWXo1hDc2YiBwhix2t8O9Q2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,5,,
europe-west1,0HwcVrZfw0R2mC0bfPBF0MCMNyh2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0I3nMZrsopXfKtrnWU3xFPWuG7M2,20230724_BEFR_FreeKitKat_PeanutButter_Subscribers_NotRegistered,email,email,4,,
europe-west1,0I4nIdHrowULdbUjcmigg3Zw85D3,22VLE-PM-PP-D-ROAS_2022_VLG_Ecom_Pmax_PROS_Dynamic_Purchase_,cpc,google,,,
europe-west1,0I5oP2Tw2JSxipNMFZX5ekFk3aw1,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,0IC01EKj0Tcdpk1Y54oMXYEgqYK2,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,10,,
europe-west1,0IKnxtoobcc2y1W2kI2TQPf2l9I3,23WAE-FB-PC-D-CPL-_2023_WAL_Ecom_Facebook_PROS_Dynamic_Consideration_,paid_social,facebook,,,
europe-west1,0Iaib56990Un9UPxcyDeGHy7foD3,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,7,,
europe-west1,0IlulT2tI2dMF6HjcGpZkkOiFj33,daisycon_Face à la crise,affiliate,daisycon,2,2,
europe-west1,0IwFeiYjDcM2e6SCrB5swu2fSbF2,klarna-merchantboost,referral,klarna,,,
europe-west1,0Iz2JYmRKCatxZ1YDe2aZDpL9JF2,(referral),referral,foodello.nl,,,
europe-west1,0JB7ruQQIDZIRq1cdvctOere2Ss1,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0JCARirciNMpqdObJAcoAlD07nm1,20230904_BENL_CheetosSpinners_Subscribers,email,email,,,
europe-west1,0JCN6NGiGuah4uPZRsXNXWWTqGo1,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0JNON10hMUVAHbC6EaDvAJTeRHf1,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,2,,
europe-west1,0JbPjxnjuLVnwfmLgIaQSG7KzGt1,20230720_BENL_VitaminWell_Subscribers_Registered_Firstname,email,email,,,
europe-west1,0JfA8ybDOCVSWWooB9WWSS3znYo1,24VLE-FB-MP-AO-CPA_2024_VLG_Ecom_Facebook_MID_AlwaysOn_Purchase_NA,paid_social,facebook,,,
europe-west1,0JoEoGA8iAZrcyLoFpBrF6EikE13,22BEE-FB-PC-D-allproducts_2022_BEL_Ecom_Facebook_PROS_Dynamic_Consideration_AllProducts,paid_social,facebook,,,
europe-west1,0JpnIkDtffdBFBLtsftWfhWlgi22,20240205_BEFR_Pringles_Active-1,email,email,,,
europe-west1,0Jq9MaP7kzYJJt5MKMNCM0JCv7j1,23VLE-FB-PP-D-ROAS_2023_VLG_Ecom_Facebook_PROS_Dynamic_Purchase,paid_social,facebook,,,
europe-west1,0K8DFDCtgBUf5WBhsnCGdfIqfeB2,20231012_BEFR_1CLays-JulesD_subscribers,email,email,4,,
europe-west1,0KDk62cWINXdf7q0vFQ1qPdvi383,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,1,,
europe-west1,0KHLFHe9NbQhwNVueEUAOJGB4ap2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0KJHT4qm9nRvp2HIdWJ8j8xSqWf2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0KP8KPHnHPVzRXuhOKbkTmmbtWy1,20231023_BENL_LaysCafféLatte_active-1,email,email,9,,
europe-west1,0KWVm69gVigndCEXYw1zh9xLbxx1,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,6,,
europe-west1,0KZSqFMpxoZAF5RtMWK6KU50Nsf2,(referral),referral,l.facebook.com,,,
europe-west1,0KrVXhQIINRc3nGk4k9XJFvgDgR2,24VLE-FB-PC-AO-CPL-bestsellers_2024_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0L2shRYGk5ZrQrliDJTlvPJwglr1,20230626_BENL_GiveAwayPrinceMinistar_Subscribers,email,email,7,,
europe-west1,0LFdDmfyxEdgX04tezd0yBSYIGQ2,(organic),organic,google,2,,
europe-west1,0LHLITgw89Yh08fZHJzNVc9J0b13,(organic),organic,google,2,,
europe-west1,0Lu5L3myLAc0bGeiP8Npvp2iWxZ2,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,11,2,
europe-west1,0Lw5aEmWFiUxMtTOpORjgMG5r4D3,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,1,
europe-west1,0MAsg0It50ZnoizSv5jF2iufd3f2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,15,1,
europe-west1,0MDlAK1grLY3F6xsLhHBk8flDq22,24WAE-FB-PC-AO-CPL-bestsellers_2024_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook instagram audience_network messenger,,,
europe-west1,0MPrc3XMr7PnoqdRSEzEd7y4AsO2,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,0MeQi2h84dYQkTJG56iQr1y21sv2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,111,2,
europe-west1,0MifDnqhjiXk4ta8zrudNpH9pHd2,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0MqDRKVbCHdzucbMVJoSCvCGKEB2,23VLE-FB-RP-D-ROAS_2023_VLG_Ecom_Facebook_RET_Dynamic_Purchase,paid_social,facebook,,,
europe-west1,0Mr27DUN8PYa1qbDbtHsoYbtxuk2,23VLE-FB-PP-D-ROAS_2023_VLG_Ecom_Facebook_PROS_Dynamic_Purchase,paid_social,facebook,,,
europe-west1,0NH3ykOUtLUJTiJcHgiUINSWu3v2,20231005_BEFR_1Ccheetos-curry_subscribers,email,email,3,,
europe-west1,0NMpT4yWEDUeQP2Ykk2oDr3JdUC3,daisycon_Deals.be,affiliate,daisycon,2,,
europe-west1,0NfwBAVAdobtBy8SLcQxN0Zie873,24VLE-FB-PC-AO-CPL-bestsellers_2024_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,8,,
europe-west1,0Nn0ndCLpvRZFptvq46IiCDGrRa2,20240222_BENL_HolieKleenex_non-active,email,email,,,
europe-west1,0NpoE0dJN2MrWIw10o3xqjOPWVk2,24WAE-FB-PC-AO-CPL-bestsellers_2024_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0Nso7fdqYYYEnzjIbq44NFDY6KO2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,1,,
europe-west1,0NyM2LbMMbSljGuoKH8U4eTgxvJ2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,0OJYg9WKlneHQQbq8MxzymUKV5B2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,3,,
europe-west1,0OM5aVG09eXcyKzcyuqsVfrTaxa2,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,2,,
europe-west1,0OXXN5NrsEQUlWEb2FyUMPxBhsA3,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,2,,
europe-west1,0Ocp8tDUXKRFCMNY0Tc35NM3tFQ2,ONBOARDING_1A_BENL,email,email,,,
europe-west1,0On6GgRzP0XB2Luc564yzrx7DRF3,23VLE-FB-PP-D-ROAS_2023_VLG_Ecom_Facebook_PROS_Dynamic_Purchase,paid_social,facebook,,,
europe-west1,0P1U0a8h7HSyWwcrunMyOTioz5C3,20230821_BENL_KelloggsTresor_Subscribers,email,email,1,,
europe-west1,0PHjS395Y1d2OWDx75FWZ1BAzwj2,23VLE-FB-PP-D-ROAS_2023_VLG_Ecom_Facebook_PROS_Dynamic_Purchase,paid_social,facebook,,,
europe-west1,0PdaRtXky3Wa1O6o4eMm6gYk9Zd2,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
