REGION,user_id,campaign,medium,source,LP_benefit_activation,unsubscribe,cancellation
europe-west1,jYb6aIXK71b624gWaW4HLu2Dqbf1,24VLE-FB-RP-AO-ROAS-bestsellers_2024_VLG_Ecom_Facebook_RET_AlwaysOn_Purchase,paid_social,facebook instagram audience_network messenger,,,
europe-west1,jYn2jOG1ziVvHrM2FgLJyfWIFeW2,(referral),referral,m.facebook.com,,,
europe-west1,jYsz6vupeFU4IYInTneEJyd5OdG3,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,jZ1rOS9Rise9GYSZXZ1TSEWYeQ93,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,jZKBwqDjhhfm8hEVJTPLTuH7vCu2,(referral),referral,l.facebook.com,11,,
europe-west1,jZQJ13sxFtfyBuS1jexvVYW2xHU2,22VLE-PM-PP-D-ROAS_2022_VLG_Ecom_Pmax_PROS_Dynamic_Purchase_,cpc,google,,,
europe-west1,jZTQFLDWu3XRqIqCTMKjus5NUox2,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,jZTiZq34sZUFBhmJYLqV8d5Sd1E2,20230814_BENL_Hamkas_Subscribers,email,email,,,
europe-west1,ja7tD7PV1IN856KggVcmsGNFvnE3,23WAE-FB-PC-D-CPL-_2023_WAL_Ecom_Facebook_PROS_Dynamic_Consideration_,paid_social,facebook,,,
europe-west1,jaLwEnKoXYYvAJy26uc78d6x9322,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,2,,
europe-west1,jb8uoI8VTXSbj6ksGjSMRgGsBOh2,20231120_BENL_BFTwix_Active-1,email,email,,,
europe-west1,jbJWqYwsKQcW2Q5MC0xopuIBgJN2,23VLE-FB-PP-D-ROAS_2023_VLG_Ecom_Facebook_PROS_Dynamic_Purchase,paid_social,facebook,,,
europe-west1,jbJZWExWJCd1uajHtopBzT5ilqo1,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,jbOpEp6ToXgkkfVLn9XsdyLyXSm2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,jbpa6BSHqHTy6wTQTlzWTxTmTJU2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,jbs0nwT9CDhI1U5fUGbrqZ4foZB3,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,jbsFdmHTuufOb5A8nKILDQxyzMz1,(organic),organic,google,1,,
europe-west1,jbureLq3L9SWIpm7a3AXSH0UYPE2,daisycon_Face à la crise,affiliate,daisycon,,,
europe-west1,jc1EnE9ugdcOY5Afxh9CV1nYXeS2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,1,,
europe-west1,jcC59pkfe0P8lnQgVPJiyice0Oz2,daisycon_Face à la crise,affiliate,daisycon,,,
europe-west1,jcDdofb9xRc0hbdLSvZVrl265Jo1,(referral),referral,l.facebook.com,4,,
europe-west1,jcKjpOP6BQNAe1ry2QSXiO9D6FG2,daisycon_Face à la crise,affiliate,daisycon,2,1,
europe-west1,jcWGBq0Y4kfnpkNxv6iC9Ol1lrB2,Subscribed_1_BENL,email,email,2,,
europe-west1,jcac6unaeQUehdYXuqUsYdVhm9b2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,jccQGmvD5ARckPZo5yDFNwS6hdi2,daisycon_Face à la crise,affiliate,daisycon,,,
europe-west1,jcjtBLeaOUe06Bh95wdk3tr2AFR2,(organic),organic,google,,,
europe-west1,jcyCdlejw6ghyqBpp5s96v5t02U2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,jdHovTdjjZUDBwj6TRpmqMxSEgz1,Subscribed_2_BENL,email,email,,,
europe-west1,jdLqycb2wVfjJBHorYtZCC92wQJ3,20230817_BENL_Pringles_Subscribers,email,email,,,
europe-west1,jdXdI8TS4pazwPSuDaNmZAR8zQz1,20230517_BEFR_1cent_Subscribers,email,email,11,,
europe-west1,jddaDgAhCZWDgUHqoPNwcrQjfv83,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,jdqTucukyaN4yNFMy2HFlJjyv2E3,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,jeLAsthvQ4f4Lm4V9jMc2CnIUwb2,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,jeLqqA4IxRWPwxUxy5k7GU63Jol1,(referral),referral,m.facebook.com,,,
europe-west1,jeS6AkSKc4g92hrknRkJVHPWlIL2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,jeZhinA0IwMiY0DHT7iegTGDqoP2,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,jenooqycdASFsClL10kNC4KUpmT2,20230515_BENL_OCBuenoDoleM&M_Subscribers,email,email,,,
europe-west1,jf5X3ADr4BUe1knjCjSOov9AnHE2,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,2,,
europe-west1,jfLdIX5EVdcvLmrDGTcbHbYSx7K2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,jfjzWVEwo0QFb6kg3u8r35jMUq12,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,jflpnsQzecXbjHJ7gZusylFyHXk1,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,3,,
europe-west1,jgVY57EQqyUpuB8ieChex8UKz6U2,23VLE-FB-RP-D-ROAS_2023_VLG_Ecom_Facebook_RET_Dynamic_Purchase,paid_social,facebook,,,
europe-west1,jghFp8zaFgRr2LtKtFJ36s8NGtf1,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,jhHZKB2Q3uTZdvpRFLDIxsLbGBN2,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,jhOH9PrTBQYtQWrUcZGzdJWgU512,20240201_BENL_DelifranceYogi_active-1,email,email,,,
europe-west1,jhObbqnruZWV6xEyMnilTdo1FN92,daisycon_Deals.be,affiliate,daisycon,3,,
europe-west1,jhhbuDbu5NZSgqxffu0wR67HhdX2,24VLE-FB-PC-AO-CPL-bestsellers_2024_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,jhqOBfvTEkN0fF6mZiSOHnKjlUg1,22VLE-PM-NP-D-ROAS_2022_VLG_Ecom_Pmax_NA_Dynamic_Purchase_,cpc,google,5,,
europe-west1,jiHQLzv0OrSPoqZydgoH083tuwI3,22VLE-SE-NP-AO-ROAS-onlinegrocery_2022_VLG_Ecom_Search_NA_AlwaysOn_Purchase_OnlineGrocery,cpc,google,,,
europe-west1,jilh6JpVZFX57C8jskQfDhmdKLC2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,jipzCOnZ23YotO9tJWuOlbFI3Ua2,22VLE-PM-PP-D-ROAS_2022_VLG_Ecom_Pmax_PROS_Dynamic_Purchase_,cpc,google,8,,
europe-west1,jiwxa4HJiyWe9B92THFnIQXxAID2,(referral),referral,m.facebook.com,,,
europe-west1,jj4yVhtZVHPNiodBlbY8woe5Uf23,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,jj99euKIOhQ8lbNEnxTBs0JSbBJ2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,8,,
europe-west1,jjPtaHqHE7dvqwovX94RrNJOnGz1,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,jjZ30HcyP2WeaQiSzw8ocdv64sy1,23WAE-SE-NC-AO-CPC-onlinegrocery_2023_WAL_Ecom_Search_NA_AlwaysOn_Consideration_OnlineGrocery,cpc,google,,,
europe-west1,jjtumCUKIzRTgj4e3yWepFo8hlR2,23WAE-FB-MP-D-ROAS-_2023_WAL_Ecom_Facebook_MID_Dynamic_Purchase_,paid_social,facebook,,,
europe-west1,jk6USAGtwuZBZjzAy3dxjpwIH0K2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,bing,2,,
europe-west1,jk7BC1RvuSazggQgYc5oeh2Sr9E3,24VLE-FB-MP-D-CPA_2024_VLG_Ecom_Facebook_MID_Dynamic_Purchase_NA,paid_social,facebook,,,
europe-west1,jkHVQlHLemYgSUISQHUvBez2Uj52,20231207_BENL_ChristmasHamper35_Active-1,email,email,,,
europe-west1,jkQ1HVeFdmSsvM51kfooBVuWyEu1,daisycon_Face à la crise,affiliate,daisycon,2,,
europe-west1,jkXiGdMWOXQaMzg41GOUNUJMMyv1,(organic),organic,google,2,,
europe-west1,jkkgrlyFbzg7C9Q8yi50FQ1nwTP2,20231223_BENL_DeCecco_SalesCount+1,email,email,1,,
europe-west1,jknnnmvefpcbv7bNUYmguyA3Dip1,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,jl48HptlCNOiWnKYHmj4bdc3Tdq2,(organic),organic,bing,,,
europe-west1,jlIIrrr8r4XajmlA2fcFCZqwQ1d2,(organic),organic,google,,,
europe-west1,jlJiZDWZ73SaIYsPfa7XuQfAlF23,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,12,,
europe-west1,jlM5YbvSdBbXA1ydM3BpBT0NVBn2,23VLE-PM-PP-D-ROAS_2023_VLG_Ecom_Pmax_PROS_Dynamic_Purchase,cpc,google,2,,
europe-west1,jlRDuioqAlPelbHpryFjOYUli9n2,(referral),referral,m.facebook.com,3,,
europe-west1,jmaQCCRHcISXUyZMfMGGhQQxlfs1,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,jmqwDlLuhcavwGZCUzCO7Hmojol2,23VLE-FB-RP-AO-ROAS-bestsellers_2023_VLG_Ecom_Facebook_RET_AlwaysOn_Purchase,paid_social,facebook,1,,
europe-west1,jnEJYQMqH3hCWRQZxO29Fut1Z7g1,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,jnLhWJpD78fBI8LMs0HARga4OAr1,24VLE-FB-RP-AO-ROAS-bestsellers_2024_VLG_Ecom_Facebook_RET_AlwaysOn_Purchase,paid_social,facebook instagram audience_network messenger,4,,
europe-west1,jo97v4AfYyPCRoMlaDH8UCRXlvT2,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,joCjVc4xD0SCW8JnaUgtcfiJGIg1,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,1,
europe-west1,joQQhTyrCfWUuEQm852RDbsoLmj2,20231113_BEFR_KitKat_Subscribers-SalesCount-0,email,email,,,
europe-west1,jocdF2OqqHaOd65uTV0pnBVVUxn1,20230213_BE_SantaWraps_Subscribers,email,email,2,,
europe-west1,jp0piwwLHTZzsACkf7buIQoKSQo2,23VLE-PM-PP-D-ROAS_2023_VLG_Ecom_Pmax_PROS_Dynamic_Purchase,cpc,google,,,
europe-west1,jpjNcpn7CoM5E2PhA2cbHepuBc63,(organic),organic,google,,,
europe-west1,jpmFvQOxBXSBVVYnEJwSPvRgJ853,20231225_BENL_XMASDELIVERY_Non-Active,email,email,2,,
europe-west1,jqCAVnrM3GTxecfe4f3ugx4ec9b2,23VLE-FB-PP-D-ROAS_2023_VLG_Ecom_Facebook_PROS_Dynamic_Purchase,paid_social,facebook,,,
europe-west1,jqXxjOQ26TYIF6LR2SiwQOwwdMA2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,20,,
europe-west1,jqdLCxPKaedIE8wtSFRFBdzmnzA3,23VLE-FB-PP-D-ROAS_2023_VLG_Ecom_Facebook_PROS_Dynamic_Purchase,paid_social,facebook,9,1,
europe-west1,jqg3mJNTUiOqckNLhxExGhEQz9V2,(referral),referral,l.instagram.com,,,
europe-west1,jqlSSbFfWrXxQV6YHUq2NBpEiI52,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,2,,
europe-west1,jr1VLdnR5LTmNzYBx7wZJehm0452,23VLE-FB-PP-D-ROAS_2023_VLG_Ecom_Facebook_PROS_Dynamic_Purchase,paid_social,facebook,2,1,
europe-west1,jr7TRIrgnyQaeKjIayWaxl1WOlU2,23VLE-FB-PP-D-ROAS_2023_VLG_Ecom_Facebook_PROS_Dynamic_Purchase,paid_social,facebook,2,,
europe-west1,jrCGiXZgL0Owi9nJWoAwqAwmp022,23VLE-FB-RP-D-ROAS_2023_VLG_Ecom_Facebook_RET_Dynamic_Purchase,paid_social,facebook,2,,
europe-west1,jrDgn7Mh63W29dAlfZ1rhNxsARD2,20240212_BEFR_FreeCelebrations_Subscribers_SalesCount0,email,email,,,
europe-west1,jrHMRokn3FV0zfqHrm0fFUT4zgs2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,2,,
europe-west1,jrXdP45I2xU7LfPVdB5PHtz7ECD3,20231002_BENL_1Coatly_subscribers,email,email,,,
europe-west1,jrdcK98Zt9W0bmbP77vWRkPdcjA3,23VLE-FB-PP-D-ROAS_2023_VLG_Ecom_Facebook_PROS_Dynamic_Purchase,paid_social,facebook,,,
europe-west1,jrsyHYUPJ4Sq1lMeSmsPW4vmW9x1,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,js8Y0PaUH4PY83HYExIY3ZwvSjE3,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,2,,
europe-west1,jsA379ciguhty4sjb0D1feh05IW2,20240404_BENL_EmmiCafé_active-1,email,email,,,
europe-west1,jsEepLt3FXZYZmsvpf2cqXlyg9Q2,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,2,,
europe-west1,jsNJqPSpRBRomsAd5OghPk34rau2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,jsk0EIgBa7WKOsrGVYZQMrgfNEe2,(referral),referral,l.facebook.com,,,
europe-west1,jt01zNLzunPjHsu5YnBZ0UJwO0l2,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,jt4VxDFr6pPurWyC3BCQHnzP35q2,23VLE-FB-PP-D-ROAS_2023_VLG_Ecom_Facebook_PROS_Dynamic_Purchase,paid_social,facebook,,,
europe-west1,jt7TktIVCUROFQEUS5l9K4EGyP12,(organic),organic,google,,,
europe-west1,jtDVcGR41XcQw1Ju9xRkrSUqdch2,20240129_BEFR_1CSpeculosGuylian_Active-1,email,email,,,
europe-west1,jtOxFad1bSNXnS2t3o4erh3PMAF3,20231104_BENL_Pantry10_Active-1,email,email,,,
europe-west1,jtWTRl4JfBULKVGv9rUZjKCZxdJ2,(referral),referral,l.facebook.com,2,,
europe-west1,jtg57QcnpUgFZd5xSlGMY83fmCA3,20230612_BEFR_foodwastereason_Subscribers,email,email,6,,
europe-west1,jtlVec1ZiDhBMxrzsmL9gMiK1rE3,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,ju9xmjSTY5StISB1Z07S32CG2Qh1,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,ju9z2RpFhrUcfq0TvkbXP1i4mBG2,(referral),referral,l.facebook.com,8,,
europe-west1,juOx7kngDiTIRWY67Rsy0b8b1HM2,(organic),organic,google,3,1,
europe-west1,juT4Tt30MheyNT7RODoc5ZDtO843,23VLE-FB-RP-AO-ROAS-bestsellers_2023_VLG_Ecom_Facebook_RET_AlwaysOn_Purchase,paid_social,facebook,2,,
europe-west1,juTtFGZRRmOCSkCzC11yKTmBOLh2,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,2,,
europe-west1,juVmSWxvmsQPObCvwP7pnwKKjh73,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,juiBFwyUXyOIjgkTi9rWamfIiIz1,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,3,1,
europe-west1,juiru2CTVpXmCtcvE8dzP623z523,daisycon_Face à la crise,affiliate,daisycon,,,
europe-west1,jumNTQQB7RY3qx8xqJ2FGVW5sYt1,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,jut6bAtYbXRzZWLGLEGk0Ty6eHn2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,jv2zOj80LTVpESYrqIFRoLgxKZC3,20230531_BENL_BareBells_Subscribers,email,email,,,
europe-west1,jv6O7sTBATdPQjKbQCmmOgGuouE3,(referral),referral,l.facebook.com,2,,
europe-west1,jvEID3P1X7esr9zm2AeZ6kh8rWv2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,6,,
europe-west1,jvPbUVJD3cYjddprevUFzupVE8p2,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,jvZa8KSIkMehXdFHok13iqcGKr32,22VLE-PM-PP-D-ROAS_2022_VLG_Ecom_Pmax_PROS_Dynamic_Purchase_,cpc,google,,,
europe-west1,jviPisht6vYNPsxxZjpDjvKWH3n2,23VLE-FB-RP-D-ROAS_2023_VLG_Ecom_Facebook_RET_Dynamic_Purchase,paid_social,facebook,,,
europe-west1,jwIHnZKcVaRjlYSsH3h4M9jupJq2,24VLE-FB-PC-AO-CPL-bestsellers_2024_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,jwnFwl0xe0avMhNPgdciSU8Psap2,23VLE-PM-PP-D-ROAS_2023_VLG_Ecom_Pmax_PROS_Dynamic_Purchase,cpc,google,,,
europe-west1,jx9A6iwyqCWCiT0eAGdxtxnPJUV2,20230814_BENL_Hamkas_Subscribers,email,email,4,,
europe-west1,jxC0i9TQmcSk70lNS6nMiogjfHP2,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,jxXGanUgAFQfz2mNr1xJPgqPmBF3,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,jy3jR4UBpTXM1bUkO4gRRmD3lIQ2,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,1,,
europe-west1,jy6wILfoupe43ZbGUckDwMm6yqq1,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,8,1,
europe-west1,jyHgmBHleshnQUJeSbLzdIQoENg1,20231216_BENL_M&M's_SalesCount-1,email,email,5,,
europe-west1,jz2TrTq41PeXnamrGa1rUgx0Fmq1,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,4,,
europe-west1,jz6PV3aeiYhck5XVPb12lwhl9Kg1,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,jzHHOxomjIX9f6YaaG18hDwcvgR2,daisycon_Face à la crise,affiliate,daisycon,,,
europe-west1,jzP8Hac4eOQRHTRUU1pNmhHjZ6y1,(referral),referral,foodello.nl,5,,
europe-west1,jzZknE1nB7fGcEIqbqxnkTnhq002,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,2,,
europe-west1,jziyL4RaHdYY3xFBqKPXir3d21m2,23VLE-PM-PP-D-ROAS_2023_VLG_Ecom_Pmax_PROS_Dynamic_Purchase,cpc,google,,,
europe-west1,k0Bz8QXQaGhcTgUS8Gx6fS3l8q62,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,1
europe-west1,k0CxxcghGBS2CJ9sxHXcsDBYPyW2,(organic),organic,google,5,,
europe-west1,k0QQyrQx40hCHwZuGywJqJeThld2,23WAE-PM-NP-D-ROAS_2023_WAL_Ecom_Pmax_NA_Dynamic_Purchase_,cpc,google,,,
europe-west1,k0Xcj0BWohM6jkbzjLyVxGniTKF3,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,k0ZD2bfTJbcysQDxWNQtJMrQsuO2,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,k0aehSb7o3MxSBcC7iDrNiUEeKi1,20230902_BENL_Skittles_Subscribers,email,email,,,
europe-west1,k0iLy70JwlTxwGB5rosgbZB4ks02,(organic),organic,google,4,,
europe-west1,k1C6OQQ3NlcZNd2uvDkczhBcLNS2,(referral),referral,m.facebook.com,,,
europe-west1,k1c7tJm298eP81ugcpXNAAbST1Z2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,18,,
europe-west1,k1cgTKdH9bQVQmK6slX1uH3SCsF3,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,k1eNVc8FhbbbMwVQmkBzGcCerjO2,Subscribed_1_BEFR,email,email,,,
europe-west1,k1oXSl3nsDbdVWoHUiWYemnibN63,23BEE-FB-PC-AO-CPA-bestsellers_2023_BEL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,k26e41XWjAYt9WeOEYJcAvv2DsF3,(referral),referral,m.facebook.com,,,
europe-west1,k2KycXDRwxUf1eegD4X9QKmPabF3,23VLE-FB-PP-D-ROAS_2023_VLG_Ecom_Facebook_PROS_Dynamic_Purchase,paid_social,facebook,3,,
europe-west1,k2eXhuINCvWQElMGf7G0daBbQJv1,(referral),referral,l.facebook.com,,,
europe-west1,k3MA1rnqCGeFTzsGgQ5bXsKckVX2,22VLB-SE-NA-AO-CPM-brand_2022_VLG_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,k3OnxXRwwLYaP3CNiaP7rAwGAW53,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,k3hTXvWOQhbs85frbsxS10137Vl2,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,1,,
europe-west1,k3t1sTcqK6ctzMUMtePXQdlx5xJ3,23WAE-FB-MP-D-ROAS-_2023_WAL_Ecom_Facebook_MID_Dynamic_Purchase_,paid_social,facebook,38,1,
europe-west1,k3wqnK5JYfXuMAMrAIpPT0sVNSC3,23WAE-FB-PC-AO-CPL-bestsellers_2023_WAL_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,k4EEA7g2XhRV8vHxGH6qvcoTsVs1,23VLE-FB-PC-AO-CPL-bestsellers_2023_VLG_Ecom_Facebook_PROS_AlwaysOn_Consideration_Bestsellers,paid_social,facebook,,,
europe-west1,k4WZRZOL2qYflJJa9IhXuxYkzho1,23WAB-SE-NA-AO-CPM-brand_2023_WAL_Brand_Search_NA_AlwaysOn_Awareness_Brand,cpc,google,,,
europe-west1,k4ZMtrOpukQyewvZu7U1w6TJj1Z2,23WAE-SE-NC-AO-CPC-foodwaste_2023_WAL_Ecom_Search_NA_AlwaysOn_Consideration_FoodWaste,cpc,google,2,1,
europe-west1,k4wQbFkYRrQDbMEJMXtet9msNRG2,22VLE-PM-NP-D-ROAS_2022_VLG_Ecom_Pmax_NA_Dynamic_Purchase_,cpc,google,,,
europe-west1,k4ymlUadoacDHiFl1aJbAM4IBEe2,23VLE-FB-PP-D-ROAS_2023_VLG_Ecom_Facebook_PROS_Dynamic_Purchase,paid_social,facebook,2,,
